,text,topic,original_text
139,ряд случай частность поиск подбор персонал проектный дочерний общество прибегать помощь кадровый агентство отбор наём кандидат представить кадровый агентство полный мера соблюдаться право свобода человек норма трудовой законодательство норма коллективный договор условие трудовой договор исключать риск замещение вакансия компания отдавать предпочтение внутренний кандидат расширять такой образ возможность карьерный профессиональный рост работник,Сотрудники. Наем и увольнение,"в ряде случаев, в частности при поиске и подборе персонала в проектных дочерних обществ, «новатэк» прибегает к помощи кадровых агентств. при отборе и найме кандидатов, представленных кадровыми агентствами, в полной мере соблюдаются права и свободы человека, нормы трудового законодательства, нормы коллективного договора и условия трудового договора, что исключает риски. при замещении вакансий компания отдает предпочтение внутренним кандидатам, расширяя таким образом возможности для карьерного и профессионального роста работников. "
140,обеспечивать работник стабильный занятость минимизировать принудительный увольнение сокращение численность штат осуществляться лишь случай исчерпать возможный мера недопущение равный производительность труд квалификация приоритет сохранение рабочий место сокращение численность штат иметь лицо стаж работа компания свыше 10 год также одинокий мать отец воспитывать ребёнок достигнуть возраст работник предупредить увольнение минимум восемь неделя представляться день неделя поиск работа сохранение среднее заработок,Сотрудники. Наем и увольнение,"«новатэк» обеспечивает работникам стабильную занятость и минимизирует принудительные увольнения. сокращение численности штата осуществляется лишь в том случае, когда исчерпаны все возможные меры для его недопущения. при равной производительности труда и квалификации приоритет в сохранении рабочего места при сокращении численности или штата имеют лица со стажем работы в компании свыше 10 лет, а также одинокие матери и отцы, воспитывающие детей, не достигших 18-летнего возраста. работнику, предупрежденному об увольнении минимум за восемь недель, представляется один день в неделю для поиска работы с сохранением среднего заработка."
141,пассажир ограничение зрение слух маломобильный пассажир другой категория доступный специальный услуга запрос организоваться сопровождение предоставление до/от выход посадка перрон вход воздушный судно место пассажирский салон также услуга перевозка оборудование портативный концентратор кислород так п бортовый система развлечение пассажир ограничение зрение слух предлагаться выбор фильм субтитр тифлокомментарий,Потребители. Доступность,"для пассажиров с ограничениями по зрению, слуху, маломобильных пассажиров и других категорий доступны специальные услуги. по запросу организуется сопровождение с предоставлением кресла-коляски до/от выхода на посадку или перрон, входа на воздушное судно, места в пассажирском салоне, а также услуги по перевозке оборудования (кресла-коляски, портативного концентратора кислорода и т. п.), как и собаки-проводника. в бортовой системе развлечений для пассажиров с ограничениями по зрению и слуху предлагается выбор фильмов с субтитрами и тифлокомментариями."
142,группа работать ключевой сегмент рынок премиальный бюджетный благодаря что пассажир иметь широкий возможность перелёт лоукостер победа предлагать прямой рейс демократичный цена авиакомпания оказывать услуга среднее ценовый сегмент предлагать сервис высокий уровень премиальный услуга благодаря развитой маршрутный сеть группа обеспечивать широкий география полёт делать передвижение быстрый доступный счёт пассажир легко мобильный частый видеть родный друг путешествовать работа узнавать мир,Потребители. Доступность,"группа «аэрофлот» работает в ключевых сегментах рынка – от премиального до бюджетного, благодаря чему пассажиры имеют широкие возможности для перелетов. лоукостер «победа» предлагает прямые рейсы по демократичным ценам, авиакомпания «россия» оказывает услуги в среднем ценовом сегменте, «аэрофлот» предлагает сервис высокого уровня и премиальные услуги. благодаря развитой маршрутной сети группа «аэрофлот» обеспечивает широкую географию полетов, делая передвижения быстрыми и доступными, за счет чего пассажирам легко быть мобильными, чаще видеть родных и друзей, путешествовать по работе и узнавать мир."
143,человек нарушение слух речь обновить приложение разговор оно использовать технология распознавание речь speechkit переводить устный речь текст наоборот разговор доступный android ios распознавание речь стать точнее ещё появиться возможность заранее заготовить фраза который мочь понадобиться тот иной ситуация например поликлиника разработка новый приложение принять участие студент летний образовательный программа яндекс слушатель школа менеджер школа создать первый версия разговор 2015 год,Потребители. Доступность,"для людей с нарушением слуха и речи мы обновили приложение разговор. оно использует технологию распознавания речи speechkit: переводит устную речь в текст и наоборот. теперь разговор доступен на android и ios. распознавание речи стало точнее, а ещё появилась возможность заранее заготовить фразы, которые могут понадобиться в той или иной ситуации, например в поликлинике. в разработке нового приложения приняли участие студенты летних образовательных программ яндекса — слушатели школы менеджеров. в этой же школе была создана и первая версия разговора в 2015 году."
144,обеспечение доступ продукт обеспечивать население регион присутствие продукт питание товар заботиться качество повышать доступность товар крупный город россия небольшой населить пункт,Потребители. Доступность,"обеспечение доступа к продуктам: мы обеспечиваем население регионов присутствия продуктами питания и товарами, заботясь об их качестве и повышая доступность товаров как в крупных городах россии, так и в небольших населенных пунктах."
145,цель создание удобный клиент компания предложить клиент проводить предстраховой осмотр самостоятельно оформление подписание договор оплата получение страховой полис мочь проводиться онлайн необходимость посещение офис обслуживание также проводиться полностью онлайн 2020 год зарегистрировать страховой случай сайт мобильный приложение возможность пользоваться 68 клиент также личный кабинет доступный основной сервис осаго отображаться страховой полис страховой случай привилегия программа лояльность,Потребители. Доступность,"в целях создания удобного онлайн-сервиса для клиента компания предложило клиентам проводить предстраховой осмотр самостоятельно. оформление, подписание договора, оплата и получение страхового полиса могут проводиться онлайн, без необходимости посещения офиса. обслуживание также может проводиться полностью онлайн. с 2020 года зарегистрировать страховой случай можно на сайте и в мобильном приложении. сейчас этой возможностью пользуются около 68% клиентов. также в личном кабинете доступны все основные сервисы по осаго, отображаются страховые полисы, страховые случаи, привилегии по программам лояльности."
146,благодаря пользоваться страховой продукт компания смочь житель мегаполис водитель отдалить населить пункт рамка создание инклюзивный цифровой среда официальный сайт компания мобильный приложение ренессанс.авто адаптировать клиент разный категория отображать страховой полис клиент страховой случай также привилегия программа лояльность,Потребители. Доступность,"благодаря онлайн-оформлению пользоваться страховыми продуктами компании смогли не только жители мегаполисов, но и водители из отдаленных населенных пунктов. в рамках создания инклюзивной цифровой среды официальный сайт компании и мобильное приложение «ренессанс.авто» адаптированы для клиентов разных категорий, отображают все страховые полисы клиента, его страховые случаи, а также привилегии по программам лояльности."
147,учитывать разный жизненный опыт потребность особенность здоровье коммуникация наш пользователь поэтому стремиться предоставить максимально широкий спектр канал поддержка клиент доступный сайт мобильный приложение число клиент нарушение зрение моторика чат личный кабинет мобильный приложение горячий линия оператор обучить взаимодействие клиент инвалидность электронный почта социальный сеть вконтакте одноклассник youtube мессенджер whatsapp telegram розничный сеть,Потребители. Доступность,"мы учитываем разный жизненный опыт и потребности, особенности здоровья и коммуникаций наших пользователей, поэтому мы стремимся предоставить максимально широкий спектр каналов для поддержки клиентов: • доступный сайт и мобильное приложение (в том числе для клиентов с нарушениями зрения и моторики); • чат в личном кабинете мобильного приложения; • горячая линия (операторы обучены взаимодействию с клиентами с инвалидностью); • электронная почта; • социальные сети (вконтакте, одноклассники, youtube); • мессенджеры (whatsapp, telegram); • розничная сеть"
148,универсальный дизайн ясный язык 70 решение проектироваться концепция универсальный дизайн сайт мобильный приложение адаптировать использование клиент разный вид инвалидность ясный язык основной документ понятие описать концепция ясный язык - человек старший возраст клиент ментальный инвалидность дислексия недостаточный знание русский язык трудность восприятие письменный речь,Потребители. Доступность,"универсальный дизайн и ясный язык: 70% решений билайн проектируются в концепции универсального дизайна. сайт и мобильное приложение адаптированы для использования клиентов с разными видами инвалидности. ясный язык: все основные документы и понятия описаны в концепции «ясный язык» - для людей старшего возраста, клиентов с ментальной инвалидностью, дислексией, недостаточным знанием русского языка и трудностями восприятия письменной речи."
149,сегодня россия насчитываться 487 офис приспособить обслуживание клиент инвалидность большинство офис бренд оснастить навигация человек нарушение зрение удобство ориентирование клиент карта доступный офис расположить мобильный приложение сайт компания https,Потребители. Доступность,"сегодня в россии насчитывается 487 офисов билайн, приспособленных для обслуживания клиентов с инвалидностью, большинство офисов бренда оснащено навигацией для людей с нарушениями зрения. для удобства ориентирования клиентов карта доступных офисов расположена в мобильном приложении «билайн» и на сайте компании: https://moskva.beeline.ru/customers/ beeline-map/."
150,сертификат подтверждать высокий уровень доступность функционал использование клиент инвалидность рамка сертификация оцениваться такой параметр разметка структура сайт приложение правильный обозначение ссылка кликабельный элемент доступность форма поле отзывчивость интерфейс управление клавиатура использование манипулятор другой важный элемент который влиять доступность,Потребители. Доступность,"сертификат подтверждает высокий уровень доступности его функционала для использования клиентами с инвалидностью. в рамках сертификации оценивались такие параметры, как разметка и структура сайта и приложения, правильное обозначение ссылок и кликабельных элементов, доступность форм и полей, отзывчивость интерфейса при управлении с клавиатуры и при использовании манипуляторов и другие важные элементы, которые влияют на их доступность."
151,компания заботиться о свой заинтересованный сторона число покупатель например рамка поддержка человек ограниченный возможность х5 реализовать следующий программа доступный магазин забота который чувствовать доступный среда опыт перекрёсток оснащение магазин вспомогательный система человек ограниченный зрение,Потребители. Доступность,"компания заботится обо всех своих заинтересованных сторонах, в том числе о покупателях. например, в рамках поддержки людей с ограниченными возможностями х5 реализует следующие программы: «доступные магазины» «забота, которую чувствуешь» «доступная среда: опыт „перекрёстка“» «оснащение магазинов вспомогательными системами для людей с ограниченным зрением»"
152,"2022 год продолжить работа повышение доступность свой сервис человек нарушение зрение слух аппарат настоящий время 5,7 тыс офис сбербанк доступный маломобильный клиент",Потребители. Доступность,"в 2022 году пао сбербанк продолжил работу по повышению доступности своих сервисов для людей с нарушениями зрения, слуха и опорно-двигательного аппарата: в настоящее время 5,7 тыс. офисов сбербанка доступны для маломобильных клиентов."
153,рамка развитие безбарьерный среда банк адаптировать устройство самообслуживание человек нарушение зрение помощь наушник клиент мочь совершать финансовый операция использовать аудиоподсказка цель обеспечение безопасность конфиденциальность данные клиент экран устройство самообслуживание находиться погасить состояние вплоть момент отключение наушник состояние конец 2022 год функция аудиопомощник человек нарушение зрение оборудовать 43 тыс устройство самообслуживание банк 95 сеть,Потребители. Доступность,"в рамках развития безбарьерной среды банк адаптирует устройства самообслуживания для людей с нарушениями зрения: с помощью наушников клиенты могут совершать финансовые операции, используя аудиоподсказки. при этом в целях обеспечения безопасности и конфиденциальности данных клиента экран устройства самообслуживания находится в погашенном состоянии вплоть до момента отключения наушников. по состоянию на конец 2022 года функцией аудиопомощника для людей с нарушениями зрения оборудованы 43 тыс. устройств самообслуживания банка (95% сети)."
154,помощь система пэм рамка действовать законодательство группа осуществлять контроль качество поверхностный подземный вода донный отложение качество источник водоснабжение сточный вода число температура также измеряться контролироваться объём водоотведение проведение анализ воздействие экосистема,Вода,"с помощью системы пэм и в рамках действующего законодательства группа газпром осуществляет контроль качества поверхностных и подземных вод, донных отложений; качества источников хозяйственно-питьевого водоснабжения; сточных вод (в том числе их температуры). также измеряется и контролируется объем водоотведения для проведения анализа его воздействия на экосистемы."
155,мера группа снижение доля сверхнормативный сброс поверхностный водный объект включать применение инновационный водоочистный технология технический решение повышать эффективность очистка сточный вода строительство реконструкция модернизация очистный сооружение производственный ливневый сточный вода внедрение система оборотный бессточный водоснабжение повторный использование сбросный дренажный вода,Вода,"меры группы газпром по снижению доли сверхнормативного сброса в поверхностные водные объекты включают: • применение инновационных водоочистных технологий, технических решений, повышающих эффективность очистки сточных вод; • строительство, реконструкцию и модернизацию очистных сооружений производственных, хозяйственно-бытовых и ливневых сточных вод; • внедрение систем оборотного и бессточного водоснабжения для повторного использования сбросных и дренажных вод."
156,оценка потенциальный воздействие водный ресурс проводиться этап разработка проектный документация привлечение специализированный организация включать риск связанный изъятие природный вода загрязнение также изменение гидрологический режим территория присутствие компания отношение каждый риск разработать мероприятие минимизация воздействие основа который разрабатываться план водоохранный мероприятие,Вода,"оценка потенциального воздействия на водные ресурсы проводится на этапе разработки проектной документации с привлечением специализированных организаций и включает в себя риски, связанные с изъятием природных вод, их загрязнением, а также с изменением гидрологического режима территории присутствия компании. в отношении каждого риска разработаны мероприятия по минимизации воздействия, на основе которых разрабатываются планы водоохранных мероприятий."
157,компания выполнять комплекс мера направить рациональный использование водный ресурс один такой мера являться использование пластовый вода технологический процесс поддержание пластовый давление способствовать сокращение водозабор внешний среда также сокращение объём отводить сточный вода,Вода,"компания выполняет комплекс мер, направленных на рациональное использование водных ресурсов. одной из таких мер является использование пластовых вод в технологическом процессе для поддержания пластового давления, что способствует сокращению водозабора из внешней среды, а также сокращению объемов отводимых сточных вод."
158,"показатель удельный водозабор предприятие добыча составить 2,33 куб м тыс бнэ 2021 год 3,61 куб м тыс бнэ снижение показатель связать передача объект водоснабжение водоотведение арктик спг 2 следствие перераспределение объём водозабор водоотведение общество предприятие переработка показатель удельный водозабор составить 0,01 куб м тонна продукция",Вода,"показатель удельного водозабора по предприятиям добычи составил 2,33 куб. м / тыс. бнэ (в 2021 году – 3,61 куб. м / тыс. бнэ).. снижение показателя связано с передачей объектов водоснабжения и водоотведения из «арктик спг 2» в ооо «новатэк-энерго» и, как следствие, перераспределением объемов водозабора и водоотведения между обществами. по предприятиям переработки показатель удельного водозабора составил 0,01 куб. м / тонну продукции."
159,2022 год компания зафиксировать случай несоблюдение установленный требование часть обращение сточный вода который наложение штрафной санкция также факт единичный сверхнормативный платёж сброс загрязнять вещество водный объект размер 602 тыс руб,Вода,"в 2022 году в компании были зафиксированы два случая несоблюдения установленных требований в части обращения со сточными водами (один из которых – с наложением штрафных санкций), а также факт единичного сверхнормативного платежа за сброс загрязняющих веществ в водные объекты в размере 602 тыс. руб."
160,"показатель общий потребление вода отражать расход ресурс потреблять производство продукция также количество вода который использоваться время вспомогательный процесс мойка бутылка обслуживание оборудование т.д. 2020 год общий объём потребление вода составить 209,4 тыс м³ 6 ниже 2019 год",Вода,"показатель общего потребления воды отражает расход этого ресурса, потребляемого при производстве продукции, а также количество воды, которая используется во время вспомогательных процессов (мойка бутылок, обслуживание оборудования и т.д.). в 2020 году общий объем потребления воды составил 209,4 тыс. м³, что на 6% ниже, чем в 2019 году."
161,завод компания внедрить замкнутый водоснабжение благодаря который происходить сокращение потребление вода счёт многократный использование один производственный процесс сброс сточный другой вода природный водоём,Вода,"на всех заводах компании внедрена система замкнутого водоснабжения, благодаря которой происходит сокращение потребления воды за счет многократного использования ее в одном и том же производственном процессе без сброса сточных и других вод в природные водоемы."
162,один способ снижение потребление вода стать отказ больший часть наш бутылкомоечный машина использовать горячий вода который затем отправляться канализация оставить один бутылкомоечный машина погружной тип мариинский завод который считаться наиболее экологичный точка зрение водопользование другой предприятие компания установить ополаскивать машина обрабатывать бутылка спиртовой смесь который фильтроваться использоваться повторно,Вода,"еще одним способом снижения потребления воды стал отказ от большей части наших бутылкомоечных машин, использовавших горячую воду, которая затем отправлялась в канализацию. мы оставили только одну бутылкомоечную машину погружного типа на мариинском ликеро-водочном заводе, которая считается наиболее экологичной с точки зрения водопользования. на всех других предприятиях компании установлены ополаскивающие машины, обрабатывающие бутылки спиртовой смесью, которая тут же фильтруется и используется повторно. "
163,данные гидрологический атлас aqueduct water risk atlas эн+ работать преимущественно регион отсутствовать проблема дефицит пресный вода исключение предприятие металлургический сегмент армения италии1 предприятие энергетический сегмент энсера миасс челябинский область снижение влияние водный ресурс этот регион эн+ использовать современный технология такой замкнутый система водоснабжение установка очистка сточный вода 2020 год замкнутый водоснабжение установить предприятие русало арменать 2022 год энсера снизить объём сточный вода река миасс повысить степень очистка сточный вода внедрить система использование промышленный вода очистка производственный цикл снижение влияние энсера дефицит вода миасс,Вода,"по данным гидрологического атласа aqueduct water risk atlas, эн+ работает преимущественно в регионах, где отсутствует проблема дефицита пресной воды, за исключением предприятий металлургического сегмента в армении и италии1 и предприятий энергетического сегмента (ао «энсер») в миассе (челябинская область). для снижения влияния на водные ресурсы в этих регионах эн+ использует современные технологии, такие как замкнутые системы водоснабжения и установки очистки сточных вод. так, в 2020 году замкнутая система водоснабжения была установлена на предприятии «русал арменал». в 2022 году ао «энсер» снизило объем сточных вод в реку миасс, повысило степень очистки сточных вод и внедрило систему использования промышленной воды (после очистки) в производственных циклах для снижения влияния ао «энсер» на дефицит воды в миассе."
164,отчётный год зафиксировать существенный разлив аварийный сбросовый загрязнять вещество водный объект который мочь привести значительный финансовый потеря группа также поступать сообщение серьёзный нарушение природоохранный законодательство отношение водный ресурс снижение риск связанный водный ресурс этап производственный процесс эн+ уделять внимание - мониторинг качество вода особенно природный водоём - увеличение использование оборотный вода счёт модернизация производственный процесс внедрение система оборотный водоснабжение - проведение регулярный проверка система водоснабжение цель предотвращение утечка потеря рамка производственный экологический контроль - снижение объём сточный вода содержание опасный вещество сточный вода счёт повышение качество процесс очистка,Вода,"в отчетном году не было зафиксировано существенных разливов и аварийных сбросов загрязняющих веществ в водные объекты, которые могли бы привести к значительным финансовым потерям для группы. также не поступало сообщений о серьезных нарушениях природоохранного законодательства в отношении водных ресурсов. для снижения всех рисков, связанных с водными ресурсами, на всех этапах производственного процесса эн+ уделяет внимание: - мониторингу качества воды (особенно в природных водоемах); - увеличению использования оборотной воды за счет модернизации производственных процессов и внедрения систем оборотного водоснабжения; - проведению регулярных проверок систем водоснабжения с целью предотвращения утечек и потерь в рамках производственного экологического контроля; - снижению объемов сточных вод и содержания опасных веществ в сточных водах за счет повышения качества процессов очистки."
165,повышение качество очистка сточный вода тэц угледобывающий предприятие компания продолжать модернизация система очистка сточный вода тэц проект предприятие компания востсибуголь полностью завершить 2022 год компания провести испытание установка который позволить достигнуть нормативный параметр содержание загрязнять вещество сточный вода ирбейский угольный разрез,Вода,"повышение качества очистки сточных вод тэц и угледобывающих предприятий компания продолжает модернизацию системы очистки сточных вод тэц. проект на предприятиях компании «востсибуголь» полностью завершен. в 2022 году компания провела опытно-промышленные испытания установки, которая позволит достичь нормативных параметров содержания загрязняющих веществ в сточных водах ирбейского угольного разреза."
166,segezha group уделять значительный внимание ответственный использование водный ресурс норматив допустимый содержание вещество микроорганизм сток утверждаться федеральный агентство водный ресурс россия кроме компания получать разрешение сброс росприроднадзор также оговариваться перечень допустимый предельный концентрация загрязнять вещество например 2020 год сегежский цбк соответствие установленный срок получить полный комплект разрешительный документация область водоохранный деятельность учёт поэтапный план снижение выброс производство продукция пиломатериал необходимо большой количество вода 2018–20201 год общий объём водопотребление российский актив segezha group составить 1971млн1м3,Вода,"segezha group уделяет значительное внимание ответственному использованию водных ресурсов. нормативы допустимого содержания веществ и микроорганизмов в стоках утверждаются федеральным агентством водных ресурсов россии. кроме того, компания получает разрешение на сброс от росприроднадзора, где также оговаривается перечень и допустимые предельные концентрации загрязняющих веществ. например, в 2020 году сегежский цбк в соответствии с установленными сроками получил полный комплект разрешительной документации в области водоохранной деятельности с учетом поэтапного плана снижения выбросов. при производстве целлюлозно-бумажной продукции и пиломатериалов необходимо большое количество воды. в 2018–20201 годах общий объем водопотребления в российских активах segezha group составил более 1971млн1м3."
